,SEC_INT,P1,P2$01,P4,DEPTO_MUNI,P7_NO_PERNOC,P7_SI_PERNOC,P9_#EXCURSION,DEP_MUN_LUG,P11_MOTIVO_EXCURSION,P13_GASTO_EXCURSION,P14_#PER_EXCURSION,P16_#EXCUR_CONPERNOC,SUMA_PUNTOS,EDAD,PROFESION,OCUPACION,GENERO,VIA_VIAJE,P18_#NOCHES1,P19_#PERSON1,P20_MOTIVO_1,P21_ALOJ_1,P22_PER_GAS_1,P24_VIAJE_ORG,P26_TRASPORTE,P27_DG_SUMA,P17_DESTINO1
2135,5020031,Si,Día de los santos (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,0.0,1.0,SUCHITEPEQUEZ_MAZATENANGO_MAZATENANGO,"Ocio, recreo y/o vacaciones",150.0,3.0,1.0,5,26,PRIMARIA,AMA DE CASA,Femenino,Sí,1.0,4.0,"Ocio, recreo y/o vacaciones",Otros,4.0,No organizó,Vehículo,300.0,ESCUINTLA_SAN JOSE_PUERTO SAN JOSE
2136,5020031,Si,Día de los santos (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,7.0,1.0,SUCHITEPEQUEZ_MAZATENANGO_MAZATENANGO,"Ocio, recreo y/o vacaciones",150.0,3.0,1.0,5,26,PRIMARIA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2138,5020031,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,1.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,7,50,PRIMARIA COMPLETA,JARDINERO,Masculino,Sí,5.0,1.0,Visita a familiares y/o amigos,Casa de amigos o familiares,1.0,Por su cuenta,Bus regional,185.0,GUATEMALA_VILLA CANALES_BOAS DE L.
2139,5020031,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,2.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,7,50,PRIMARIA COMPLETA,JARDINERO,Masculino,Sí,2.0,3.0,Visita a familiares y/o amigos,Casa de amigos o familiares,3.0,Por su cuenta,Bus regional,600.0,ESCUINTLA_SIPACATE_SIPACATE
2140,5020031,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,7.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,7,50,PRIMARIA COMPLETA,JARDINERO,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2141,5020031,Si,Año nuevo (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,5.0,2.0,RETALHULEU_SANTA CRUZ MULUA_IRTRA,"Ocio, recreo y/o vacaciones",300.0,2.0,1.0,12,45,PRIMARIA COMPLETA,AMA DE CASA,Femenino,Sí,1.0,6.0,"Ocio, recreo y/o vacaciones",Hotel o similares,2.0,Por su cuenta,Bus turístico,2200.0,HUEHUETENANGO_HUEHUETENANGO_RIO AZUL
2142,5020031,Si,Año nuevo (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,5.0,2.0,RETALHULEU_SANTA CRUZ MULUA_IRTRA,"Ocio, recreo y/o vacaciones",300.0,2.0,1.0,12,45,PRIMARIA COMPLETA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2144,5020031,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,5.0,5.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO,"Ocio, recreo y/o vacaciones",800.0,3.0,1.0,15,18,DIVERSIFICADO,ESTUDIANTE,Masculino,Sí,1.0,3.0,Religión y peregrinación,Hotel o similares,3.0,Reserva individual,Vehículo,2700.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2145,5020031,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,8.0,5.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_CENTRO HISTORICO,"Ocio, recreo y/o vacaciones",800.0,3.0,1.0,15,18,DIVERSIFICADO,ESTUDIANTE,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2147,16010012,Si,Vacaciones personales,"Sí, es de familiares o amigos",ALTA VERAPAZ_TAMAHU,12.0,3.0,3.0,ALTA VERAPAZ_CHAHAL_LAS CONCHAS,"Ocio, recreo y/o vacaciones",200.0,3.0,2.0,15,70,LIC. EN EDUCACION,MAESTRA,Femenino,Sí,1.0,2.0,"Ocio, recreo y/o vacaciones",Hotel o similares,2.0,Paquete turístico,Bus turístico,650.0,PETEN_FLORES_TIKAL
2148,16010012,Si,Vacaciones personales,"Sí, es de familiares o amigos",ALTA VERAPAZ_TAMAHU,12.0,3.0,3.0,ALTA VERAPAZ_CHAHAL_LAS CONCHAS,"Ocio, recreo y/o vacaciones",200.0,3.0,2.0,15,70,LIC. EN EDUCACION,MAESTRA,Femenino,Sí,1.0,2.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,2.0,Por su cuenta,Vehículo,525.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_ANTIGUA GUATEMALA
2149,16010012,Si,Vacaciones personales,"Sí, es de familiares o amigos",ALTA VERAPAZ_TAMAHU,12.0,3.0,3.0,ALTA VERAPAZ_CHAHAL_LAS CONCHAS,"Ocio, recreo y/o vacaciones",200.0,3.0,2.0,15,70,LIC. EN EDUCACION,MAESTRA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2150,16010012,Si,Día de la independencia 15 de septiembre,No dispone de segunda vivienda,NINGUNO,3.0,12.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,12,81,SECRETARIA COMERCIAL,AMA DE CASA,Femenino,Sí,15.0,1.0,Religión y peregrinación,Casa de amigos o familiares,1.0,Por su cuenta,Bus regional,720.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_ANTIGUA
2151,16010012,Si,Día de la independencia 15 de septiembre,No dispone de segunda vivienda,NINGUNO,3.0,10.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,12,81,SECRETARIA COMERCIAL,AMA DE CASA,Femenino,Sí,10.0,1.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,1.0,Por su cuenta,Bus regional,850.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_ANTIGUA
2152,16010012,Si,Día de la independencia 15 de septiembre,No dispone de segunda vivienda,NINGUNO,3.0,8.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,12,81,SECRETARIA COMERCIAL,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2153,16010012,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,7.0,4.0,BAJA VERAPAZ_SALAMA_PISCINAS LILIS INN,"Ocio, recreo y/o vacaciones",500.0,6.0,1.0,13,19,MAESTRA DE EDUCACION INFANTIL,DESEMPLEADA,Femenino,Sí,2.0,3.0,"Ocio, recreo y/o vacaciones",Hotel o similares,3.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2154,16010012,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,4.0,4.0,BAJA VERAPAZ_SALAMA_PISCINAS LILIS INN,"Ocio, recreo y/o vacaciones",500.0,6.0,1.0,13,19,MAESTRA DE EDUCACION INFANTIL,DESEMPLEADA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2156,16010012,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,3.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,14,50,MAESTRO EN EDUCACION PRIMARIA,MAESTRO,Masculino,Sí,3.0,4.0,Visita a familiares y/o amigos,Casa de amigos o familiares,4.0,Por su cuenta,Bus regional,700.0,BAJA VERAPAZ_EL CHOL_PUEBLO
2157,16010012,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,2.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,14,50,MAESTRO EN EDUCACION PRIMARIA,MAESTRO,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2159,16010012,Si,Noche buena (año 2017),"Sí, es de su propiedad",ALTA VERAPAZ_LA TRUFA,3.0,4.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,14,63,PERITO AGRONOMO,COMERCIANTE,Masculino,Sí,3.0,2.0,Visita a familiares y/o amigos,Hotel o similares,2.0,Por su cuenta,Vehículo,3800.0,GUATEMALA_GAUTEMALA_CIUDAD
2160,16010012,Si,Noche buena (año 2017),"Sí, es de su propiedad",ALTA VERAPAZ_LA TRUFA,3.0,4.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,14,63,PERITO AGRONOMO,COMERCIANTE,Masculino,Sí,2.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,2225.0,GUATEMALA_GUATEMALA_CENTRO HISTORICO
2161,16010012,Si,Noche buena (año 2017),"Sí, es de su propiedad",ALTA VERAPAZ_LA TRUFA,3.0,4.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,14,63,PERITO AGRONOMO,COMERCIANTE,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2162,16010012,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,5.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,15,18,MAESTRA DE EDUCACION PREPRIMARIA,DESEMPLEADA,Femenino,Sí,1.0,1.0,Religión y peregrinación,Otros,1.0,Reserva individual,Bus turístico,175.0,SANTA ROSA_CHIQUIMULILLA_CHIQUIMULILLA
2163,16010012,Si,Vacaciones personales,No dispone de segunda vivienda,NINGUNO,3.0,5.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,15,18,MAESTRA DE EDUCACION PREPRIMARIA,DESEMPLEADA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2165,16010012,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,1.0,1.0,ALTA VERAPAZ_SAN PEDRO CARCHA_LAS ISLAS,"Ocio, recreo y/o vacaciones",200.0,2.0,1.0,8,48,"AMA DE CASA, TERCERO BASICO",AMA DE CASA,Femenino,Sí,1.0,1.0,Visita a familiares y/o amigos,Casa de amigos o familiares,1.0,Por su cuenta,Bus regional,250.0,CHIMALTENANGO_CHIMALTENANGO_PUEBLO
2166,16010012,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,0.0,1.0,ALTA VERAPAZ_SAN PEDRO CARCHA_LAS ISLAS,"Ocio, recreo y/o vacaciones",200.0,2.0,1.0,8,48,"AMA DE CASA, TERCERO BASICO",AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2168,16010012,Si,Vacaciones personales,"Sí, es de familiares o amigos",ALTA VERAPAZ_SANTA CRUZ VERAPAZ,5.0,1.0,1.0,BAJA VERAPAZ_SALAMA_PUEBLO,"Ocio, recreo y/o vacaciones",350.0,2.0,1.0,11,46,SECRETARIA Y OFICINISTA,AMA DE CASA,Femenino,Sí,2.0,5.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,5.0,Por su cuenta,Vehículo,1275.0,GUATEMALA_GUATEMALA_IRTRA
2169,16010012,Si,Vacaciones personales,"Sí, es de familiares o amigos",ALTA VERAPAZ_SANTA CRUZ VERAPAZ,5.0,1.0,1.0,BAJA VERAPAZ_SALAMA_PUEBLO,"Ocio, recreo y/o vacaciones",350.0,2.0,1.0,11,46,SECRETARIA Y OFICINISTA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2171,16010012,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,12.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,3.0,16,51,LICENCIATURA EN PEDAGOGIA EN INVESTIGACION EDUCATIVA,DOCENTE,Femenino,Sí,1.0,6.0,"Ocio, recreo y/o vacaciones",Hotel o similares,5.0,Por su cuenta,Bus turístico,2700.0,IZABAL_LIVIGSTON_RIO DULCE
2172,16010012,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,4.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,3.0,16,51,LICENCIATURA EN PEDAGOGIA EN INVESTIGACION EDUCATIVA,DOCENTE,Femenino,Sí,1.0,5.0,"Ocio, recreo y/o vacaciones",Hotel o similares,5.0,Paquete turístico,Bus turístico,1900.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2173,16010012,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,8.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,3.0,16,51,LICENCIATURA EN PEDAGOGIA EN INVESTIGACION EDUCATIVA,DOCENTE,Femenino,Sí,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Bus regional,2480.0,SACATEPUEQUEZ_ANTIGUA GUATEMALA_ANTIGUA
2174,9020012,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,12.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,7,62,BACHILLER,AMA DE CASA,Femenino,Sí,2.0,4.0,Religión y peregrinación,Hotel o similares,4.0,Reserva individual,Bus regional,2740.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2175,9020012,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,5.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,7,62,BACHILLER,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2177,9020012,Si,Año nuevo (año 2017),"Sí, es de familiares o amigos",GUATEMALA_GUATEMALA,3.0,2.0,1.0,RETALHULEU_SAN MARTIN ZAPOTITLAN_IRTA,"Ocio, recreo y/o vacaciones",700.0,5.0,1.0,9,60,MAESTRA EDUCACION PRIMARIA,AMA DE CASA,Femenino,Sí,2.0,6.0,"Ocio, recreo y/o vacaciones",Hotel o similares,6.0,Reserva individual,Vehículo,4300.0,RETALHULEU_SAN MARTIN ZAPOTITLAN_IRTRA
2178,9020012,Si,Año nuevo (año 2017),"Sí, es de familiares o amigos",GUATEMALA_GUATEMALA,3.0,2.0,1.0,RETALHULEU_SAN MARTIN ZAPOTITLAN_IRTA,"Ocio, recreo y/o vacaciones",700.0,5.0,1.0,9,60,MAESTRA EDUCACION PRIMARIA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2180,9020012,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,8.0,1.0,ESCUINTLA_SAN JOSE_PLAYA SAN JOSE,"Ocio, recreo y/o vacaciones",800.0,8.0,1.0,5,18,TERCERO BASICO,ESTUDIANTE,Femenino,Sí,0.0,6.0,Compras,Hotel o similares,6.0,Por su cuenta,Vehículo,1175.0,GUATEMALA_GUATEMALA_VISITA CIUDAD
2181,9020012,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,7.0,1.0,ESCUINTLA_SAN JOSE_PLAYA SAN JOSE,"Ocio, recreo y/o vacaciones",800.0,8.0,1.0,5,18,TERCERO BASICO,ESTUDIANTE,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2183,9020012,Si,Día de los santos (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,5.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,5.0,15,27,MEDICO Y CIRUJANO,DOCTOR,Masculino,Sí,2.0,2.0,"Ocio, recreo y/o vacaciones",Hotel o similares,2.0,Por su cuenta,Vehículo,1950.0,SACATEPEQUEZ_ANTIGUA GUATEMALA_HOBITENANGO
2184,9020012,Si,Día de los santos (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,2.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,5.0,15,27,MEDICO Y CIRUJANO,DOCTOR,Masculino,Sí,2.0,2.0,"Ocio, recreo y/o vacaciones",Hotel o similares,2.0,Por su cuenta,Vehículo,1600.0,GUATEMALA_GUATEMALA_ZOOLOGICO
2185,9020012,Si,Día de los santos (año 2017),No dispone de segunda vivienda,NINGUNO,3.0,5.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,5.0,15,27,MEDICO Y CIRUJANO,DOCTOR,Masculino,Sí,2.0,1.0,Visita a familiares y/o amigos,Casa de amigos o familiares,1.0,Por su cuenta,Vehículo,300.0,HUEHUETENANGO_HUEHUETENANGO_VISITA PUEBLO
2186,9020012,Si,Año nuevo (año 2017),"Sí, es de familiares o amigos",SUCHITEPEQUEZ_MAZATENANGO,3.0,1.0,1.0,SOLOLÁ_PANAJACHEL_LAGO DE ATITLAN,"Ocio, recreo y/o vacaciones",200.0,1.0,1.0,9,18,CUARTO BACHILLERATO EN COMPUTACION,ESTUDIANTE,Femenino,Sí,0.0,2.0,"Ocio, recreo y/o vacaciones",Hotel o similares,2.0,No organizó,Vehículo,350.0,QUETZALTENANGO_COATEPEQUE_VISITA A PUEBLO
2187,9020012,Si,Año nuevo (año 2017),"Sí, es de familiares o amigos",SUCHITEPEQUEZ_MAZATENANGO,3.0,1.0,1.0,SOLOLÁ_PANAJACHEL_LAGO DE ATITLAN,"Ocio, recreo y/o vacaciones",200.0,1.0,1.0,9,18,CUARTO BACHILLERATO EN COMPUTACION,ESTUDIANTE,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2189,9020012,Si,Día de la independencia 15 de septiembre,No dispone de segunda vivienda,NINGUNO,3.0,3.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,16,24,ESTUDIANTE,ESTUDIANTE,Masculino,Sí,1.0,6.0,"Ocio, recreo y/o vacaciones",Hotel o similares,6.0,Por su cuenta,Vehículo,1600.0,SOLOLA_PANAJACHEL_LAGO DE ATITLAN
2190,9020012,Si,Día de la independencia 15 de septiembre,No dispone de segunda vivienda,NINGUNO,3.0,1.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,16,24,ESTUDIANTE,ESTUDIANTE,Masculino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2192,9020012,Si,Noche buena (año 2017),"Sí, es de su propiedad",SOLOLA_SOLOLA,2.0,1.0,2.0,RETALHULEU_SAN FELIPE_VISITA A PUEBLO,"Ocio, recreo y/o vacaciones",300.0,2.0,1.0,13,60,ENFERMERA PROFESIONAL,AMA DE CASA,Femenino,Sí,3.0,5.0,Visita a familiares y/o amigos,Casa de amigos o familiares,5.0,Por su cuenta,Vehículo,1300.0,HUEHUETENANGO_HUEHUETENANGO_VSITA PUEBLO
2193,9020012,Si,Noche buena (año 2017),"Sí, es de su propiedad",SOLOLA_SOLOLA,2.0,1.0,2.0,RETALHULEU_SAN FELIPE_VISITA A PUEBLO,"Ocio, recreo y/o vacaciones",300.0,2.0,1.0,13,60,ENFERMERA PROFESIONAL,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2195,9020012,Si,Día de la revolución (20 Octubre),No dispone de segunda vivienda,NINGUNO,3.0,4.0,6.0,RETALHULEU_SAN MARTIN ZAPOTITLAN_XETULUL,"Ocio, recreo y/o vacaciones",700.0,5.0,2.0,15,53,PROFESORADO EN ENSE!ANZA MEDIA,DOSCENTE,Femenino,Sí,1.0,5.0,"Ocio, recreo y/o vacaciones",Hotel o similares,5.0,Por su cuenta,Vehículo,650.0,SOLOLA_PANAJACHEL_LAGO DE ATITLAN
2196,9020012,Si,Día de la revolución (20 Octubre),No dispone de segunda vivienda,NINGUNO,3.0,8.0,6.0,RETALHULEU_SAN MARTIN ZAPOTITLAN_XETULUL,"Ocio, recreo y/o vacaciones",700.0,5.0,2.0,15,53,PROFESORADO EN ENSE!ANZA MEDIA,DOSCENTE,Femenino,Sí,2.0,6.0,"Ocio, recreo y/o vacaciones",Hotel o similares,6.0,Reserva individual,Vehículo,2000.0,RETHALULEU_SAN MARTIN ZAPOTITLAN_IRTRA
2197,9020012,Si,Día de la revolución (20 Octubre),No dispone de segunda vivienda,NINGUNO,3.0,1.0,6.0,RETALHULEU_SAN MARTIN ZAPOTITLAN_XETULUL,"Ocio, recreo y/o vacaciones",700.0,5.0,2.0,15,53,PROFESORADO EN ENSE!ANZA MEDIA,DOSCENTE,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2198,9020012,Si,Día de trabajo,No dispone de segunda vivienda,NINGUNO,3.0,8.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,10,39,AMA DE CASA,AMA DE CASA,Femenino,Sí,1.0,3.0,Visita a familiares y/o amigos,Casa de amigos o familiares,3.0,Por su cuenta,Bus regional,1300.0,BAJA VERAPAZ_SALAMA_VISITA DE PUEBLO
2199,9020012,Si,Día de trabajo,No dispone de segunda vivienda,NINGUNO,3.0,0.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,1.0,10,39,AMA DE CASA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2201,3100013,Si,Semana Santa,"Sí, es de su propiedad",RETAULEU_CHAMPERICO,3.0,3.0,1.0,GUATEMALA_GUATEMLAA_PARQUE COLON,Otros,800.0,4.0,1.0,8,44,COSMETOLOGA Y ESTILISTA,ESTILISTA,Femenino,Sí,1.0,3.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,3.0,Por su cuenta,Bus regional,650.0,GUATEMALA_GUATEMALA_ZONA 1
2202,3100013,Si,Semana Santa,"Sí, es de su propiedad",RETAULEU_CHAMPERICO,3.0,3.0,1.0,GUATEMALA_GUATEMLAA_PARQUE COLON,Otros,800.0,4.0,1.0,8,44,COSMETOLOGA Y ESTILISTA,ESTILISTA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2204,3100013,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,3.0,11.0,SACATEPEQUEZ_ANTIGUA_MERCADO CENTRAL,"Ocio, recreo y/o vacaciones",100.0,1.0,1.0,5,28,AMA DE CASA,AMA DE CASA,Femenino,Sí,2.0,3.0,"Ocio, recreo y/o vacaciones",Casa de amigos o familiares,3.0,Por su cuenta,Vehículo,600.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2205,3100013,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,4.0,11.0,SACATEPEQUEZ_ANTIGUA_MERCADO CENTRAL,"Ocio, recreo y/o vacaciones",100.0,1.0,1.0,5,28,AMA DE CASA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2207,3100013,Si,Semana Santa,"Sí, es de familiares o amigos",GUATEMALA_GUATEMALA,3.0,1.0,1.0,GUATEMALA_GUATEMALA_ZONA 18 11 KENEDY,Otros,60.0,6.0,1.0,5,57,AMO DE CASA,AMA DE CASA,Femenino,Sí,1.0,6.0,Otros,Casa de amigos o familiares,6.0,Por su cuenta,Bus regional,60.0,GUATEMALA_GUATEMAL_ZONA 18 EL LIMON
2208,3100013,Si,Semana Santa,"Sí, es de familiares o amigos",GUATEMALA_GUATEMALA,3.0,1.0,1.0,GUATEMALA_GUATEMALA_ZONA 18 11 KENEDY,Otros,60.0,6.0,1.0,5,57,AMO DE CASA,AMA DE CASA,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2210,3100013,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,4.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,6,27,CERRITO EN ODONTOLGIA,ESTUDIANTE,Femenino,Sí,2.0,6.0,"Ocio, recreo y/o vacaciones",Hotel o similares,6.0,Por su cuenta,Bus regional,500.0,IZABAL_RIO DULCE_CASTILO SAN FELIPE
2211,3100013,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,6.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,6,27,CERRITO EN ODONTOLGIA,ESTUDIANTE,Femenino,Sí,2.0,6.0,"Ocio, recreo y/o vacaciones",Hotel o similares,6.0,Por su cuenta,Bus regional,200.0,PETEN_FLORES_TIKAL
2212,3100013,Si,Paseo / excursión,No dispone de segunda vivienda,NINGUNO,3.0,12.0,1.0,FALSO,"Ocio, recreo y/o vacaciones",500.0,4.0,2.0,6,27,CERRITO EN ODONTOLGIA,ESTUDIANTE,Femenino,No,1.0,4.0,"Ocio, recreo y/o vacaciones",Hotel o similares,4.0,Por su cuenta,Vehículo,0.0,CHIQUIMULA_ESQUIPULAS_BASILICA
2213,30040011,Si,Semana Santa,No dispone de segunda vivienda,NINGUNO,3.0,0.0,2.0,GUATEMALA_GUATEMALA_IRTRA PETAPA,"Ocio, recreo y/o vacaciones",250.0,2.0,1.0,9,44,BACHILLER,COCINERA MA DE CASA,Femenino,Sí,3.0,5.0,"Ocio, recreo y/o vacaciones",Hotel o similares,5.0,Reserva individual,Vehículo,1650.0,RETALHULEU_MULUA_IRTRA XOCOMIL
